6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.3000000 ,0.0500000 ,0.0015124 ,0.0015727 ,0.0064915 ,0.0038565 ,0.0017142 ,0.0022746 ,0.0026752 ,0.0024996 ,0.0039109 ,0.0051667 ,0.0024697 ,0.0026333 ,0.0018167 ,0.0043051 ,0.0024410 ,0.0020034 ,0.0018939 ,0.0030923 ,0.0020252 ,0.0019732 ,0.0015861 ,0.0037547 ,0.0037523 ,0.0031689 ,0.0024708 ,0.0027562 ,0.0007456 ,0.0016697 ,0.0041001 ,0.0039200 ,0.0023094 ,0.0014211 ,0.0025758 ,0.0021247 ,0.0007733 ,0.0017834 ,0.0043417 ,0.0010500 ,0.0036098 ,0.0049398 ,0.0012634 ,0.0032682 ,0.0028965 ,0.0041595 ,0.0010082 ,0.0041598 ,0.0034792 ,0.0040954 ,0.0014345 ,0.0043536 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.3000000 ,0.1083300 ,0.0013981 ,0.0004757 ,0.0049744 ,0.0033378 ,0.0008261 ,0.0027378 ,0.0031551 ,0.0021010 ,0.0027521 ,0.0041470 ,0.0025496 ,0.0017467 ,0.0021626 ,0.0036451 ,0.0019193 ,0.0013819 ,0.0023686 ,0.0026052 ,0.0014363 ,0.0019210 ,0.0016630 ,0.0025232 ,0.0022581 ,0.0023958 ,0.0023110 ,0.0016415 ,0.0005139 ,0.0012981 ,0.0027802 ,0.0029506 ,0.0012194 ,0.0016228 ,0.0026530 ,0.0018152 ,0.0005509 ,0.0023920 ,0.0034600 ,0.0007736 ,0.0023881 ,0.0040803 ,0.0018674 ,0.0017656 ,0.0030911 ,0.0035944 ,0.0009503 ,0.0027137 ,0.0034245 ,0.0032893 ,0.0006663 ,0.0034441 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.3000000 ,0.1666700 ,0.0014797 ,0.0010052 ,0.0042504 ,0.0030841 ,0.0006421 ,0.0028360 ,0.0033199 ,0.0018830 ,0.0021429 ,0.0036400 ,0.0025784 ,0.0011516 ,0.0022216 ,0.0033045 ,0.0017320 ,0.0011045 ,0.0025165 ,0.0023884 ,0.0010358 ,0.0017564 ,0.0018543 ,0.0020111 ,0.0015692 ,0.0019827 ,0.0021063 ,0.0014301 ,0.0007485 ,0.0011499 ,0.0022351 ,0.0024496 ,0.0008197 ,0.0016581 ,0.0026776 ,0.0017348 ,0.0005187 ,0.0025996 ,0.0030958 ,0.0007465 ,0.0020609 ,0.0036713 ,0.0021214 ,0.0011414 ,0.0031102 ,0.0034333 ,0.0011169 ,0.0022897 ,0.0034939 ,0.0029181 ,0.0006639 ,0.0031384 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.3000000 ,0.2250000 ,0.0015048 ,0.0012995 ,0.0038544 ,0.0029328 ,0.0005838 ,0.0028136 ,0.0033569 ,0.0017546 ,0.0018184 ,0.0033687 ,0.0025751 ,0.0008070 ,0.0021955 ,0.0031057 ,0.0016416 ,0.0009796 ,0.0025291 ,0.0022578 ,0.0007988 ,0.0016158 ,0.0019277 ,0.0017500 ,0.0012458 ,0.0017409 ,0.0019352 ,0.0014623 ,0.0009071 ,0.0010855 ,0.0020153 ,0.0021680 ,0.0006743 ,0.0016339 ,0.0026481 ,0.0017036 ,0.0005325 ,0.0026448 ,0.0029069 ,0.0007739 ,0.0019548 ,0.0034465 ,0.0022188 ,0.0008988 ,0.0030755 ,0.0033590 ,0.0011943 ,0.0021374 ,0.0035057 ,0.0027238 ,0.0007304 ,0.0030060 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.3000000 ,0.2833300 ,0.0014973 ,0.0014397 ,0.0036085 ,0.0028294 ,0.0005703 ,0.0027572 ,0.0033359 ,0.0016736 ,0.0016380 ,0.0032063 ,0.0025493 ,0.0006207 ,0.0021556 ,0.0029723 ,0.0015769 ,0.0009202 ,0.0024889 ,0.0021615 ,0.0006602 ,0.0015196 ,0.0019311 ,0.0015893 ,0.0010829 ,0.0015870 ,0.0018001 ,0.0014911 ,0.0009882 ,0.0010462 ,0.0019110 ,0.0019948 ,0.0006139 ,0.0015927 ,0.0025914 ,0.0016818 ,0.0005457 ,0.0026245 ,0.0027920 ,0.0008034 ,0.0019036 ,0.0033052 ,0.0022472 ,0.0008067 ,0.0030260 ,0.0033021 ,0.0012341 ,0.0020652 ,0.0034829 ,0.0026105 ,0.0007756 ,0.0029276 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.3000000 ,0.3416700 ,0.0014787 ,0.0015072 ,0.0034411 ,0.0027476 ,0.0005811 ,0.0026933 ,0.0032857 ,0.0016177 ,0.0015308 ,0.0030952 ,0.0025083 ,0.0005300 ,0.0021135 ,0.0028651 ,0.0015193 ,0.0008927 ,0.0024305 ,0.0020786 ,0.0005762 ,0.0014521 ,0.0018997 ,0.0014754 ,0.0009876 ,0.0014787 ,0.0016872 ,0.0014891 ,0.0010220 ,0.0010104 ,0.0018463 ,0.0018793 ,0.0005772 ,0.0015454 ,0.0025301 ,0.0016557 ,0.0005480 ,0.0025809 ,0.0027088 ,0.0008225 ,0.0018701 ,0.0032065 ,0.0022397 ,0.0007742 ,0.0029705 ,0.0032459 ,0.0012521 ,0.0020196 ,0.0034435 ,0.0025366 ,0.0008002 ,0.0028673 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.3000000 ,0.4000000 ,0.0014594 ,0.0015369 ,0.0033195 ,0.0026795 ,0.0006046 ,0.0026329 ,0.0032239 ,0.0015778 ,0.0014665 ,0.0030109 ,0.0024606 ,0.0004891 ,0.0020741 ,0.0027738 ,0.0014647 ,0.0008744 ,0.0023643 ,0.0020044 ,0.0005151 ,0.0014005 ,0.0018505 ,0.0013851 ,0.0009249 ,0.0013980 ,0.0015892 ,0.0014637 ,0.0010293 ,0.0009734 ,0.0017920 ,0.0017953 ,0.0005510 ,0.0014995 ,0.0024642 ,0.0016296 ,0.0005437 ,0.0025295 ,0.0026427 ,0.0008340 ,0.0018402 ,0.0031274 ,0.0022165 ,0.0007670 ,0.0029151 ,0.0031873 ,0.0012616 ,0.0019846 ,0.0033939 ,0.0024808 ,0.0008175 ,0.0028182 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.4000000 ,0.0500000 ,0.0013813 ,0.0013701 ,0.0063286 ,0.0041771 ,0.0015412 ,0.0027706 ,0.0025705 ,0.0022297 ,0.0037834 ,0.0050464 ,0.0025757 ,0.0026352 ,0.0020588 ,0.0041473 ,0.0024709 ,0.0021743 ,0.0018888 ,0.0028547 ,0.0021121 ,0.0020996 ,0.0014695 ,0.0035977 ,0.0034924 ,0.0032118 ,0.0025121 ,0.0028967 ,0.0006391 ,0.0016156 ,0.0040618 ,0.0040289 ,0.0023958 ,0.0016828 ,0.0024968 ,0.0022317 ,0.0005950 ,0.0019423 ,0.0044399 ,0.0009155 ,0.0035593 ,0.0048240 ,0.0012041 ,0.0033695 ,0.0028901 ,0.0039619 ,0.0010859 ,0.0041889 ,0.0035750 ,0.0037995 ,0.0013701 ,0.0042936 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.4000000 ,0.1083300 ,0.0012734 ,0.0003507 ,0.0049291 ,0.0034712 ,0.0007067 ,0.0030164 ,0.0030715 ,0.0019479 ,0.0027548 ,0.0041614 ,0.0025320 ,0.0017754 ,0.0022620 ,0.0035935 ,0.0019166 ,0.0014848 ,0.0023978 ,0.0024788 ,0.0015360 ,0.0020584 ,0.0016295 ,0.0024761 ,0.0021359 ,0.0024088 ,0.0024119 ,0.0018297 ,0.0003871 ,0.0012676 ,0.0027481 ,0.0030327 ,0.0012912 ,0.0017998 ,0.0026302 ,0.0018040 ,0.0004942 ,0.0024700 ,0.0035601 ,0.0006256 ,0.0024176 ,0.0040574 ,0.0017602 ,0.0019211 ,0.0030928 ,0.0035253 ,0.0009223 ,0.0027478 ,0.0034625 ,0.0031817 ,0.0007053 ,0.0034707 
6.0000000 ,26.0000000 ,1820.0000000 ,1520.0000000 ,1.4000000 ,0.1666700 ,0.0013906 ,0.0010151 ,0.0042557 ,0.0031279 ,0.0005773 ,0.0030059 ,0.0032594 ,0.0017881 ,0.0022050 ,0.0036832 ,0.0025273 ,0.0011769 ,0.0022867 ,0.0032988 ,0.0016994 ,0.0011791 ,0.0025581 ,0.0023187 ,0.0011061 ,0.0018732 ,0.0018351 ,0.0019974 ,0.0015136 ,0.0020086 ,0.0022031 ,0.0015203 ,0.0006501 ,0.0011316 ,0.0022068 ,0.0024997 ,0.0008508 ,0.0017749 ,0.0026805 ,0.0016770 ,0.0005189 ,0.0026492 ,0.0031561 ,0.0006194 ,0.0021197 ,0.0036789 ,0.0020201 ,0.0012747 ,0.0031289 ,0.0033953 ,0.0010527 ,0.0023420 ,0.0035079 ,0.0028606 ,0.0007042 ,0.0031929 
